dateTime,blockNumber,timeStamp,hash,nonce,blockHash,from,contractAddress,to,value,tokenName,tokenSymbol,tokenDecimal,transactionIndex,gas,gasPrice,gasUsed,cumulativeGasUsed,input,confirmations
2024-11-12 19:09:11,21173597,1731438551,0xbf8b73c148c97dce89fd07769d66831cdda8fe712960d523c878aa7ddacad3a8,3,0x2cfda3dcaf9e2c6a1eabb66e4028c37f237219e2c058a41485625cb65e917818,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,28372131,Tether USD,USDT,6,139,233590,30695703217,171253,13212715,deprecated,238724
2024-11-12 23:10:47,21174802,1731453047,0xf992be775441c9195ff5ac853562cb9c5daa76408403148ec1864c3cc52ec63a,1,0xe5953113bfdf4427c09c3d8143b6a7ee0196d85ebfce7f738fe8306ed384ff34,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,2243637586,Tether USD,USDT,6,75,357586,24529400751,222565,10483840,deprecated,237519
2024-11-13 01:05:47,21175370,1731459947,0xafea97f3dbae2d0b83374ea6189d634fe2ae3b39bf4b98a303cbdf1a5312e503,1973,0x496236bade8fd231c06613d013069eb1c4e8f0511c6d802cf06de6cc282f656b,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,1050000000,USDC,USDC,6,30,1526742,26604695030,513556,5710636,deprecated,236951
2024-11-13 01:08:47,21175385,1731460127,0xc11dc40f58dda253745c438520e367f264310e518aaacb410108608110854c4a,371,0x91149bcf2b5c165bd6889eb038db406949381da5e4a1dd4133968328b4ab2bab,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,1000000000,Tether USD,USDT,6,38,285157,28980697724,179235,7187124,deprecated,236936
2024-11-13 01:11:35,21175399,1731460295,0xb6cf40009d1f3b16730be35b5717e8324bb23bd5e844e47578f1765309aaee35,1975,0x5c58b7b0b39c42a33f162a2ac76bd62cbbd23e023c6a7de089d29d2c260fed87,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,3000000000,USDC,USDC,6,40,1470819,26095861784,460556,8892972,deprecated,236922
2024-11-13 02:47:35,21175877,1731466055,0x817fbf600c58ee313c8362cb87a937f9bc4718ef7d9f049e9ba7464f3d510a6d,1,0x106bf4d8e5a4dd8c67130538edc71ff97dc0d66e732def3e0b25d54ccd9b90bc,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,533054802,Tether USD,USDT,6,105,298748,28658902161,222565,9637199,deprecated,236444
2024-11-13 03:00:47,21175943,1731466847,0x892d71e1d8a1916d4b1fd6ae0ffae779d4e58ce8928d4a1f4bf16d5dcc1cbc60,24,0x762f671b16a2c04b6480146f321636995b8cf9ec48eb30d75668c2aad53059b9,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,2600000000,Tether USD,USDT,6,54,357568,29692204425,222553,15299972,deprecated,236378
2024-11-13 03:01:35,21175947,1731466895,0x720951dad07172ad68e120b6570d3c094ee89fb32ac622b192775e052a06aa15,12,0xcebbd26bba43a586ff85e72f3d2395d257b7335cc3390d1a8f44762e12fe3cd9,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,95000006,Tether USD,USDT,6,27,358498,30962411463,222565,6307569,deprecated,236374
2024-11-13 03:53:59,21176209,1731470039,0xb7f893a9168db97e59cc4bd4ebc5d4131dddff1141e0c2135c4a8f2879f5aea1,6,0x302dd576f2e6e8b08020c31c6a982da8432aa53f48562eb6df91521b362f1bc9,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,551510000,Tether USD,USDT,6,77,358480,31923438368,222553,10415860,deprecated,236112
2024-11-13 04:28:23,21176381,1731472103,0xa8f76270d182153054b1182865048b74e9255af6ff5bb8a2f40fdb78b9432fc2,2,0x03b314d696071a8a504b8cab7a0787e8ae07a8d3d76a8d39ec6025c4b673b078,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,163500000,Tether USD,USDT,6,64,358480,24697680451,222553,9111585,deprecated,235940
2024-11-13 08:28:35,21177577,1731486515,0x2fb8cfae69cbb2377660a388744928dc9259ebbbecfa57aa8ce4fd21f9e319ee,4,0xa68880152b5651163427e44eeef34419b038828b6f03e66a80a531f252265413,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,440930235,Tether USD,USDT,6,110,280308,16854431388,171253,14666988,deprecated,234744
2024-11-13 08:29:59,21177584,1731486599,0x831fee57bd2603a240d9f6d2d0962c5b74d9cb13b22fa4b2d6d958cf04645b63,15,0xec5d171203641494648a83c123401e150a915f606f348863f95e4333e29d9b21,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,519735769,Tether USD,USDT,6,17,363366,18580603343,220959,3264559,deprecated,234737
2024-11-13 10:34:35,21178206,1731494075,0x1c7ee7a8ceb1cf4019e55eedc1dbcaf199d34b97b72057f36aa762a916f41565,1,0x2e4f286d51fdfb1565c450519813fa0794532bbed139b036c3ee494fa919f320,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,65000000,Tether USD,USDT,6,33,358498,21657212611,227365,6476249,deprecated,234115
2024-11-13 11:16:47,21178416,1731496607,0x4adfb098511c4fde792db9268e5c1546df43deabcd2081e251eb66b33821138e,2,0x4062262915741b3ef4dc1758e3e855f43f4a75730cb4e1346bf06b6353353e60,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,100000000000,Tether USD,USDT,6,26,358498,31085240504,222565,6105534,deprecated,233905
2024-11-13 12:10:59,21178683,1731499859,0x113da0a0e568cc7fd391b494f4da5ef8f71e666d42e272413240818f19ae79f3,3,0xabb291c81a76b8317555f23430c08015b7085f0630f71b0bafb8e34ba788f76b,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,2899994450000,Tether USD,USDT,6,25,280363,31100660816,171289,2256474,deprecated,233638
2024-11-13 12:37:23,21178815,1731501443,0xc0510e045b9be8c12dab33d17e587fc55cac28656fe7701b0b243663e6ba9461,115,0x6dd66aae3689413767d86981dd452a6eeb5eca6aaaa6cd8ec293469f906f3f72,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,1047572055,USDC,USDC,6,58,383964,29811779108,217377,11762241,deprecated,233506
2024-11-13 13:08:59,21178973,1731503339,0x1200563a50fc5a82b5f6d229763701e28d9be0957ab6bf6768841e3c2ee3d624,1,0xdef3c2b9bc49fe138668b82a7cc04a62911b1462192272d2f5209b553b94ce10,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,83830000,Tether USD,USDT,6,176,358498,32907259439,222565,14781736,deprecated,233348
2024-11-13 14:49:59,21179476,1731509399,0xdb31309c6ecea83fe82f7ef5f944044df01d38fc7b587d8e1a6be350bcd9f056,20,0x4609b23be1ae2be430c55aecd9037113825de57768cb0cbf1bcf1e9e7b51cb23,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,29994000000,Tether USD,USDT,6,28,358516,87424818797,222577,4308360,deprecated,232845
2024-11-13 15:38:59,21179718,1731512339,0x6862e336deb97d38b4ba05f93d1f7082908786b246a837d52979d8289dd5012d,3,0xaf91d94705f40a9aadacce3f23e5255d08eab18a1e8a6debcc1ebef4f2d03bfc,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,400000000,Tether USD,USDT,6,38,285175,77479659450,169647,6571814,deprecated,232603
2024-11-13 16:13:11,21179888,1731514391,0x44d95aa40d93859cc052c7da38218d40af66725119c38429a40112e5c3cb0bc9,21,0xc58324d78eb4d950d61bbd843817ad87dd3dde52064251243606a1bf8deee940,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,69990000000,Tether USD,USDT,6,31,280327,85283128116,171265,6018828,deprecated,232433
2024-11-13 20:53:23,21181285,1731531203,0xb26e23d9d9a12487a84569442b677e1629b50f9ee69717747d4f4d03e59f022b,1,0xef562b7cd1f394c17614c9d756dbfab2869bf1711a4b3f5152814cd42c4ce761,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,290474197,Tether USD,USDT,6,148,363366,67264020303,220959,16519337,deprecated,231036
2024-11-13 20:56:23,21181300,1731531383,0x78e2e715a6453912137a0fde74e49a4da67b945fd88622968970ee7d4c938757,122,0x8540db7ee6cab036ad80c101fb853f45b347f87f2038700312459259f14e8c38,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,117820000,Tether USD,USDT,6,153,280327,62199117794,171265,19499822,deprecated,231021
2024-11-13 21:11:59,21181376,1731532319,0x51180033fa4fd6396123bb2e6cbc9dd2ded72539c7357176e56dae401d667e08,1,0x11f184b08663571ec075f8422686d1cce121795021e3ed1f9d57884b6ec58cc0,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,200000000,Tether USD,USDT,6,133,358480,72366540571,222553,11503526,deprecated,230945
2024-11-13 21:56:11,21181596,1731534971,0x9c18b4c623beea3f29ef08f33a14988a3c79bcf009d0a151c0783ebe76e051e5,4,0x10969065aab8f468763a6ed8a3e14ee442964b9b9852c88b98ebf80837d6efdf,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,487968906,Tether USD,USDT,6,18,238391,50063883463,222565,3738985,deprecated,230725
2024-11-13 22:58:11,21181904,1731538691,0x830e9a4fb2de04de7723b98184e356e8824b86b6d78a947a3f6c6487f13df740,1,0x9e64ae6bc5703486b54d589728644f768a953ea8ae7eb7a3a742030d5cfefaf4,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,1201599930,Tether USD,USDT,6,351,309908,27074481568,222565,24669092,deprecated,230417
2024-11-14 00:43:59,21182430,1731545039,0x0419025a59349f234fe82fd38634c2d30b356f49cc61ec88fc5c471ba5d3eb59,2082,0x07a9c7eb148d6a730f83dab3525ecf87c0eb0f863dde11d3ae09614f5baa7532,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,1479810000,USDC,USDC,6,324,1526742,29143445111,508123,22241174,deprecated,229891
2024-11-14 00:52:11,21182471,1731545531,0xc48a9b8d174d214ad0a2e029c28e630febeb26366887d5754f778192dbecbab3,662,0x61e1daec4801cb2f654700325289f52e8c04b45a1d75d6e58e7f78a381b64a57,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,589453090,Tether USD,USDT,6,63,358498,28025017835,222565,8969347,deprecated,229850
2024-11-14 01:00:23,21182512,1731546023,0xc68fab28cd5f8daf2a2d723b1817e08f5fd2e5efaf6a1fd25c0a0ae6c49d74d3,607,0x21aeca18c44c3bfee436eea6945c2d787a0230fd868a1aa8f0ca9a4d917a5307,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,50000000000,Tether USD,USDT,6,178,280290,26833305517,176041,21686333,deprecated,229809
2024-11-14 01:03:47,21182529,1731546227,0x8db251423464f6298253940333be68e8beb5cb1bda7a428212fc3b2a1d01e2b9,130,0x9faed1f4997e4ae3df085a727f9cd87a92d3c77c8a74fd1013821870f2509f4d,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,21445808761,Tether USD,USDT,6,78,280345,29253674823,171277,8490009,deprecated,229792
2024-11-14 01:47:23,21182745,1731548843,0x27d65f313d3cb2e115cf85ee761da82a7f13b8b17ed1b33fcbd0a846b55b82e2,5,0x7801fa0b8854ee0295f924fb83e28efece51b1511106b89a639481adb815031a,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,970920000,Tether USD,USDT,6,37,228155,33389355153,169659,6388855,deprecated,229576
2024-11-14 02:04:35,21182831,1731549875,0xa8850033c386030d308af6bf39233ff9324576c1a308d5d38631934ecec5396c,31,0xef232e16fcc2436b7750e99f7ddc7d6a37e7bf991fa959a0d1a19f85c25c0ba1,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,1008280181,Tether USD,USDT,6,32,280327,40006883956,171265,7451343,deprecated,229490
2024-11-14 02:47:59,21183045,1731552479,0x0260e9443ddb545edde45f0646e95c5c21f7ec47c3a3df8b38e96160b7ad732e,63,0x649b21c2f55b5771560216a132c4e3203a7b39ae9355d542b8c390c430bb3832,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,10000000000,USDC,USDC,6,101,304881,42744738405,170877,8576414,deprecated,229276
2024-11-14 02:50:35,21183058,1731552635,0x7cc48c8198b80f5696c236809ff3a6ee3bbfce37ea585b662ea6791ae5e5fd12,110,0x69c92ae5e805ce5c0ec1f08b6a6ce925a4b0a34578b6a6517869adf63bf921a0,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,336206700,Tether USD,USDT,6,251,280327,34848433081,171265,22241594,deprecated,229263
2024-11-14 02:59:59,21183105,1731553199,0x0bf100a0113ddc6db5efbb57c8405b8a9a59687b41f98421150f50ca1b36711c,313,0x5036eb67bec5d3f1529178e7967263d48e025dae53d706dc932aeb7d0896c31a,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,107000000,USDC,USDC,6,137,255976,36581459292,222177,12405538,deprecated,229216
2024-11-14 03:21:11,21183211,1731554471,0x18ea265131a64de3000d15ef409d860527e13527c093bf701bd7914e57d8e939,7,0x9c07e666356de0d95ee94c4b3edf68981f2c1b17286e2316d8ae1e8317999cda,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,592000000,Tether USD,USDT,6,28,228141,43393617491,169647,5388635,deprecated,229110
2024-11-14 04:40:59,21183609,1731559259,0xcd934ab4a4236c6f7ef702aeb001fb435df2c764bd8e81334d1c85983fca16fc,23,0x707ba277eab4baa4cbe28e5a8f9d398ddb08fdaef3e90da77106f6f39cae01ed,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,393701690,Tether USD,USDT,6,58,358498,28317839405,222565,6558352,deprecated,228712
2024-11-14 06:55:35,21184278,1731567335,0xab00b38516e41fd9a85defa9f755eeb9e2556b26d0632e4eab44a3277b144ac7,2,0xd130aae664825b34cd64e85691e3ee2c0d1606e8bbcfea6113ee9e9b88dfd9db,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,10509342,Tether USD,USDT,6,141,298733,29952826301,222553,14560949,deprecated,228043
2024-11-14 07:11:59,21184360,1731568319,0x4c688f505729c542d18ef71978ef1b774383c3773bdfe3848644e481b4b9464f,45,0x91503acd05932b273470f1c02f670257a8040698c0eaaadbd44df240f255e87f,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,263000000,Tether USD,USDT,6,29,285193,31924393873,179259,5074521,deprecated,227961
2024-11-14 07:15:47,21184379,1731568547,0xe169c7d9d18319f4f46364877e77b0983607e3ad6d3d1eb048d0cf01587f1d78,3,0x16783e111d8ff98c198585491d113de76f54536726bd9e127b66df8d846f07a2,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,585158363,Tether USD,USDT,6,7,233606,36561889258,171265,1272950,deprecated,227942
2024-11-14 08:21:23,21184707,1731572483,0x9b78f287616c6d11a9b517e96d24d9e1a2c149fa706565d904db1365e890f205,11,0xfd2e9f67b43a0cbf16617571c6d8c74354184cf8550fa9d5e3b80c9b37d0d01b,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,265000000,Tether USD,USDT,6,53,228155,35619022531,174459,8729099,deprecated,227614
2024-11-14 08:53:59,21184869,1731574439,0xe9a9f00424052b8b6643621a8ec2bd7fa1e7915e9c3240c0d9b926c052afba15,27,0x89568563f3a1d7c5caedb4e15eb7673d8b8b479d0cae7a7cb70e8ab608d8a801,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,4610271715,Tether USD,USDT,6,153,280327,31359987992,171265,13690792,deprecated,227452
2024-11-14 08:59:47,21184898,1731574787,0xa714d334c15b49fa2f3d471f9fa099682e9bd1efde3c9840e71a3deed309a02e,23,0x89cc443ee86a7c81f13dd36a8a39fe86c274e6e92355c32f5a1627a4bb2251ad,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,993000000,Tether USD,USDT,6,42,280327,30892116350,176065,4881534,deprecated,227423
2024-11-14 09:13:59,21184969,1731575639,0x28f7bf81e1352c3e3938cb26807b3712e32e4e0cca843e95b4dc29034e0aa0e0,6,0xa88ff9eb1de56f671157f78ef6bd8c20c7509062545e8de4771959b5757fe9da,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,3400000000,Tether USD,USDT,6,24,280290,31405865786,176041,4589742,deprecated,227352
2024-11-14 09:25:47,21185028,1731576347,0xb543953e68691a6ca6960a48a82cb359939c554a33253c7d878fea8003025d64,7,0xaf9edbe94d94390956e5352f5890997c9c8fa3500ac487b937c1dbc27853988d,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,3280000000,Tether USD,USDT,6,26,280272,29168968170,176029,4918243,deprecated,227293
